"ranking","municipio","IDHM_2010","IDHM_renda","IDHM_longevidade","IDHM_educação","estado"
"2199 º","Muliterno",0.689,0.74,0.808,0.547,"RS"
"2199 º","Nova Hartz",0.689,0.694,0.836,0.563,"RS"
"2199 º","Abadiânia",0.689,0.671,0.841,0.579,"GO"
"2199 º","Figueirópolis",0.689,0.664,0.822,0.6,"TO"
"2199 º","Tiradentes do Sul",0.689,0.705,0.815,0.569,"RS"
"2199 º","Esperança Nova",0.689,0.69,0.799,0.594,"PR"
"2199 º","Carmo da Mata",0.689,0.68,0.84,0.572,"MG"
"2199 º","Abadia dos Dourados",0.689,0.693,0.839,0.563,"MG"
"2199 º","Terra de Areia",0.689,0.699,0.829,0.565,"RS"
"2199 º","São Gonçalo do Pará",0.689,0.682,0.842,0.57,"MG"
"2199 º","Sertão Santana",0.689,0.737,0.832,0.534,"RS"
"2199 º","Jaupaci",0.689,0.658,0.824,0.602,"GO"
"2199 º","Jardim Alegre",0.689,0.696,0.827,0.569,"PR"
"2199 º","Santo Afonso",0.689,0.655,0.834,0.599,"MT"
"2199 º","Comodoro",0.689,0.687,0.84,0.567,"MT"
"2199 º","Camanducaia",0.689,0.707,0.837,0.553,"MG"
"2199 º","Jequitibá",0.689,0.777,0.854,0.492,"MG"
"2199 º","Manhuaçu",0.689,0.692,0.839,0.563,"MG"
"2199 º","Ponte Alta do Norte",0.689,0.661,0.819,0.605,"SC"
"2199 º","Prados",0.689,0.66,0.865,0.574,"MG"
"2199 º","Butiá",0.689,0.691,0.848,0.558,"RS"
"2199 º","Quatro Irmãos",0.689,0.695,0.833,0.565,"RS"
"2199 º","Rolador",0.689,0.676,0.834,0.579,"RS"
"2199 º","Jaru",0.689,0.687,0.825,0.577,"RO"
"2224 º","Itamarati de Minas",0.688,0.677,0.841,0.572,"MG"
"2224 º","São José do Calçado",0.688,0.669,0.814,0.599,"ES"
"2224 º","Nova Fátima",0.688,0.681,0.819,0.584,"PR"
"2224 º","Aquidauana",0.688,0.69,0.84,0.562,"MS"
"2224 º","Roque Gonzales",0.688,0.687,0.843,0.563,"RS"
"2224 º","Italva",0.688,0.692,0.792,0.595,"RJ"
"2224 º","Cristianópolis",0.688,0.703,0.838,0.554,"GO"
"2224 º","Campinorte",0.688,0.685,0.841,0.565,"GO"
"2224 º","Mangueirinha",0.688,0.695,0.811,0.579,"PR"
"2224 º","Porto Barreiro",0.688,0.676,0.821,0.588,"PR"
"2224 º","Santa Cruz de Goiás",0.688,0.7,0.827,0.563,"GO"
"2224 º","Sarutaiá",0.688,0.679,0.794,0.603,"SP"
"2224 º","Nova Guarita",0.688,0.671,0.812,0.597,"MT"
"2224 º","Biquinhas",0.688,0.684,0.857,0.555,"MG"
"2224 º","Novo Cabrais",0.688,0.697,0.852,0.548,"RS"
"2224 º","Tocantins",0.688,0.682,0.8,0.597,"MG"
"2224 º","Rolante",0.688,0.708,0.83,0.553,"RS"
"2224 º","Álvaro de Carvalho",0.688,0.669,0.805,0.605,"SP"
"2224 º","Vespasiano",0.688,0.677,0.811,0.592,"MG"
"2224 º","Anita Garibaldi",0.688,0.667,0.826,0.592,"SC"
"2224 º","Chapada dos Guimarães",0.688,0.677,0.833,0.578,"MT"
"2224 º","Dom Cavati",0.688,0.66,0.784,0.63,"MG"
"2224 º","Monte Belo",0.688,0.677,0.847,0.567,"MG"
"2224 º","Jundiaí do Sul",0.688,0.66,0.817,0.605,"PR"
"2224 º","Querência do Norte",0.688,0.667,0.808,0.604,"PR"
"2224 º","São Francisco de Sales",0.688,0.711,0.867,0.528,"MG"
"2224 º","Vila Rica",0.688,0.709,0.829,0.553,"MT"
"2251 º","Guareí",0.687,0.692,0.805,0.583,"SP"
"2251 º","São Lourenço do Sul",0.687,0.722,0.849,0.528,"RS"
"2251 º","Parnaíba",0.687,0.658,0.816,0.604,"PI"
"2251 º","São Joaquim",0.687,0.705,0.817,0.562,"SC"
"2251 º","Trindade do Sul",0.687,0.675,0.787,0.61,"RS"
"2251 º","Pontalina",0.687,0.71,0.835,0.547,"GO"
"2251 º","Marques de Souza",0.687,0.743,0.849,0.515,"RS"
"2251 º","Abatiá",0.687,0.676,0.804,0.596,"PR"
"2251 º","Aceguá",0.687,0.703,0.852,0.541,"RS"
"2251 º","Antonina",0.687,0.686,0.838,0.564,"PR"
"2251 º","Altair",0.687,0.698,0.8,0.581,"SP"
"2251 º","Araguaiana",0.687,0.671,0.817,0.591,"MT"
"2251 º","Guaraíta",0.687,0.637,0.816,0.625,"GO"
"2251 º","Angelina",0.687,0.699,0.797,0.581,"SC"
"2251 º","Caldas",0.687,0.701,0.873,0.529,"MG"
"2251 º","Wenceslau Braz",0.687,0.692,0.79,0.594,"PR"
"2251 º","Varjão",0.687,0.698,0.813,0.572,"GO"
"2251 º","Faxinal",0.687,0.697,0.796,0.584,"PR"
"2251 º","Salto do Jacuí",0.687,0.693,0.837,0.558,"RS"
"2251 º","Balsas",0.687,0.674,0.807,0.597,"MA"
"2251 º","Dom Viçoso",0.687,0.617,0.819,0.641,"MG"
"2251 º","Faria Lemos",0.687,0.678,0.8,0.598,"MG"
"2251 º","Buriti de Goiás",0.687,0.707,0.806,0.57,"GO"
"2251 º","Santana do Itararé",0.687,0.654,0.848,0.585,"PR"
"2251 º","Planalto",0.687,0.674,0.807,0.597,"RS"
"2251 º","Santa Lúcia",0.687,0.688,0.795,0.592,"PR"
"2251 º","Arenópolis",0.687,0.674,0.826,0.582,"GO"
"2251 º","Rio Azul",0.687,0.728,0.819,0.544,"PR"
"2251 º","Jataizinho",0.687,0.669,0.845,0.574,"PR"
"2251 º","Herval",0.687,0.73,0.843,0.527,"RS"
"2251 º","Passa Tempo",0.687,0.676,0.808,0.594,"MG"
"2282 º","Acreúna",0.686,0.71,0.822,0.553,"GO"
"2282 º","Belo Oriente",0.686,0.655,0.813,0.606,"MG"
"2282 º","Santo Antônio das Missões",0.686,0.672,0.835,0.576,"RS"
"2282 º","Dores de Campos",0.686,0.671,0.823,0.585,"MG"
"2282 º","Sidrolândia",0.686,0.694,0.829,0.561,"MS"
"2282 º","Bom Sucesso",0.686,0.692,0.82,0.57,"PR"
"2282 º","Pimenta",0.686,0.697,0.832,0.556,"MG"
"2282 º","Jóia",0.686,0.671,0.841,0.572,"RS"
"2282 º","Ponte Branca",0.686,0.684,0.806,0.585,"MT"
"2282 º","Nova Canaã do Norte",0.686,0.692,0.815,0.572,"MT"
"2282 º","Santa Maria da Serra",0.686,0.688,0.82,0.571,"SP"
"2282 º","Serra Azul",0.686,0.697,0.81,0.572,"SP"
"2282 º","Cabo de Santo Agostinho",0.686,0.654,0.812,0.609,"PE"
"2282 º","Guanhães",0.686,0.683,0.82,0.576,"MG"
"2282 º","Maracanaú",0.686,0.617,0.788,0.665,"CE"
"2282 º","Panamá",0.686,0.688,0.818,0.574,"GO"
"2282 º","Mundo Novo",0.686,0.707,0.808,0.565,"MS"
"2282 º","Águas Lindas de Goiás",0.686,0.647,0.848,0.588,"GO"
"2282 º","Leoberto Leal",0.686,0.74,0.818,0.533,"SC"
"2282 º","Morretes",0.686,0.71,0.837,0.544,"PR"
"2282 º","Vargeão",0.686,0.708,0.827,0.551,"SC"
"2282 º","Viana",0.686,0.672,0.816,0.589,"ES"
"2282 º","Campo do Tenente",0.686,0.661,0.806,0.606,"PR"
"2282 º","Córrego do Ouro",0.686,0.696,0.803,0.578,"GO"
"2282 º","Brejinho de Nazaré",0.686,0.635,0.82,0.619,"TO"
"2282 º","General Câmara",0.686,0.704,0.832,0.552,"RS"
"2282 º","Ipuiúna",0.686,0.723,0.866,0.516,"MG"
"2309 º","Santana do Paraíso",0.685,0.663,0.878,0.552,"MG"
"2309 º","São João D'Aliança",0.685,0.65,0.812,0.609,"GO"
"2309 º","Arandu",0.685,0.675,0.806,0.592,"SP"
"2309 º","Rio Piracicaba",0.685,0.67,0.794,0.605,"MG"
"2309 º","Porto dos Gaúchos",0.685,0.703,0.815,0.561,"MT"
"2309 º","Terezópolis de Goiás",0.685,0.655,0.799,0.615,"GO"
"2309 º","Liberato Salzano",0.685,0.68,0.81,0.583,"RS"
"2309 º","Resende Costa",0.685,0.689,0.823,0.568,"MG"
"2309 º","Teixeira de Freitas",0.685,0.683,0.8,0.588,"BA"
"2309 º","Caldazinha",0.685,0.669,0.814,0.591,"GO"
"2309 º","Espírito Santo do Dourado",0.685,0.66,0.847,0.576,"MG"
"2309 º","Ibema",0.685,0.664,0.786,0.615,"PR"
"2309 º","Fazenda Nova",0.685,0.671,0.831,0.576,"GO"
"2309 º","São Vicente do Sul",0.685,0.698,0.831,0.553,"RS"
"2309 º","Erval Seco",0.685,0.666,0.821,0.589,"RS"
"2309 º","Piranguçu",0.685,0.666,0.806,0.599,"MG"
"2309 º","São Francisco de Paula",0.685,0.701,0.86,0.534,"RS"
"2309 º","Colorado do Oeste",0.685,0.676,0.814,0.584,"RO"
"2309 º","Comendador Levy Gasparian",0.685,0.676,0.785,0.605,"RJ"
"2309 º","Conceição da Barra de Minas",0.685,0.668,0.815,0.59,"MG"
"2309 º","Porto Vitória",0.685,0.674,0.796,0.6,"PR"
"2309 º","Elói Mendes",0.685,0.688,0.838,0.558,"MG"
"2309 º","Gramado dos Loureiros",0.685,0.662,0.832,0.584,"RS"
"2332 º","Rochedo de Minas",0.684,0.663,0.849,0.569,"MG"
"2332 º","Areal",0.684,0.686,0.823,0.566,"RJ"
"2332 º","Catas Altas",0.684,0.665,0.828,0.582,"MG"
"2332 º","Batayporã",0.684,0.702,0.814,0.559,"MS"
"2332 º","Porteirão",0.684,0.716,0.827,0.541,"GO"
"2332 º","Fronteira",0.684,0.693,0.871,0.53,"MG"
"2332 º","São José do Barreiro",0.684,0.666,0.813,0.591,"SP"
"2332 º","Brasilândia do Tocantins",0.684,0.64,0.831,0.601,"TO"
"2332 º","Aimorés",0.684,0.685,0.81,0.576,"MG"
"2332 º","Piraúba",0.684,0.673,0.843,0.564,"MG"
"2332 º","Miracema do Tocantins",0.684,0.675,0.82,0.579,"TO"
"2332 º","Senador José Bento",0.684,0.663,0.824,0.585,"MG"
"2332 º","Antônio Prado de Minas",0.684,0.674,0.83,0.572,"MG"
"2332 º","Professor Jamil",0.684,0.673,0.821,0.579,"GO"
"2332 º","Novo Gama",0.684,0.664,0.851,0.567,"GO"
"2332 º","Itarana",0.684,0.696,0.809,0.568,"ES"
"2332 º","Eldorado",0.684,0.674,0.824,0.577,"MS"
"2332 º","Mar de Espanha",0.684,0.694,0.825,0.558,"MG"
"2332 º","Ribeirão das Neves",0.684,0.658,0.822,0.591,"MG"
"2332 º","Santa Cruz do Xingu",0.684,0.704,0.828,0.55,"MT"
"2332 º","Maçambará",0.684,0.664,0.832,0.58,"RS"
"2332 º","Cunha",0.684,0.672,0.826,0.576,"SP"
"2332 º","Pilar de Goiás",0.684,0.654,0.816,0.6,"GO"
"2332 º","Vicentinópolis",0.684,0.707,0.804,0.562,"GO"
"2332 º","Porto Franco",0.684,0.664,0.796,0.606,"MA"
"2332 º","Aragoiânia",0.684,0.683,0.837,0.56,"GO"
"2332 º","Belford Roxo",0.684,0.662,0.808,0.598,"RJ"
"2359 º","Honório Serpa",0.683,0.645,0.807,0.612,"PR"
"2359 º","Mozarlândia",0.683,0.684,0.825,0.565,"GO"
"2359 º","Quartel Geral",0.683,0.677,0.846,0.557,"MG"
"2359 º","Paverama",0.683,0.701,0.84,0.541,"RS"
"2359 º","Progresso",0.683,0.705,0.861,0.525,"RS"
"2359 º","Bonfinópolis",0.683,0.671,0.817,0.58,"GO"
"2359 º","Restinga Seca",0.683,0.709,0.828,0.542,"RS"
"2359 º","Campo do Meio",0.683,0.655,0.827,0.588,"MG"
"2359 º","Guidoval",0.683,0.669,0.837,0.569,"MG"
"2359 º","Careaçu",0.683,0.666,0.824,0.581,"MG"
